,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,ts,action,actionOption,actionSub,actionSubOption,condition,conditionSub1Option,conditionSub2Option,place,emotionPositive,emotionTension,activity,macc_x_mean,macc_y_mean,macc_z_mean,e4acc_x_mean,e4acc_y_mean,e4acc_z_mean,Class
0,0,0,0,2018_10_31_11_16,work,3.0,0.0,,3.0,3.0,,workplace,7.0,1.0,3.0,-0.1962816400996646,0.1108947045529682,9.659141749999936,-0.2812174479166666,0.9161702473958332,0.0802815755208333,
1,1,1,1,2018_10_31_11_17,work,3.0,0.0,,3.0,3.0,,workplace,7.0,1.0,3.0,-0.1679224668800001,0.1320778472937142,9.68010661371428,-0.4537516276041666,0.7575602213541667,-0.0063883463541666,
2,2,2,3,2018_10_31_11_18,work,3.0,0.0,,3.0,3.0,,workplace,7.0,1.0,3.0,0.2591311383166208,0.0948114590737549,9.515418399384457,-0.449072265625,0.8155517578125,0.0682861328125,
3,3,3,5,2018_10_31_11_19,work,3.0,0.0,,3.0,3.0,,workplace,7.0,1.0,3.0,-0.1253971534897479,-1.3663232935744545,9.36392728605042,-0.44384765625,0.8207682291666667,0.2258626302083333,
4,4,4,7,2018_10_31_11_20,work,3.0,0.0,,3.0,3.0,,workplace,7.0,1.0,3.0,-0.7496291052688692,1.2095303227003351,8.197053632698752,-0.65537109375,0.5414388020833333,0.0006754557291666,
5,5,5,9,2018_10_31_11_21,work,3.0,0.0,,3.0,3.0,,workplace,7.0,1.0,3.0,-0.0834270708835384,-0.0003967993787234,9.647554156214955,-0.5378859431995832,0.1803510943199583,0.2454077644606566,
6,6,6,11,2018_10_31_11_22,work,3.0,0.0,,3.0,3.0,,workplace,7.0,1.0,3.0,-0.0742564675498035,0.0172087438315966,9.64420369103638,-0.5895182291666666,-0.506689453125,0.2690999348958333,
7,7,7,13,2018_10_31_11_23,work,3.0,0.0,,3.0,3.0,,workplace,7.0,1.0,3.0,-0.0714962786343783,0.0272236550945128,9.64353255739078,-0.9148193359375,0.0863444010416666,0.440380859375,
8,8,8,15,2018_10_31_11_24,work,3.0,0.0,,3.0,3.0,,workplace,7.0,1.0,3.0,-0.0698742270218361,0.0305294229262038,9.637845992721132,-0.8862467447916667,0.2320393880208333,0.3684977213541666,
9,9,9,17,2018_10_31_11_25,work,3.0,0.0,,3.0,3.0,,workplace,7.0,1.0,3.0,-0.0683674618955202,0.0350818915363941,9.634030815509504,-0.7722737630208333,0.187939453125,0.38955078125,
10,10,10,19,2018_10_31_11_26,work,3.0,0.0,,3.0,3.0,,workplace,7.0,1.0,3.0,-0.0713354139456881,0.0346421949276595,9.634569719484864,,,,
11,11,11,20,2018_10_31_11_27,work,3.0,0.0,,3.0,3.0,,workplace,7.0,1.0,3.0,1.4645087806141095,2.545433225727997,7.248794485658465,-0.7050374348958334,0.4181640625,0.0757731119791666,
12,12,12,22,2018_10_31_11_28,work,3.0,0.0,,3.0,3.0,,workplace,7.0,1.0,3.0,3.037281321583668,8.645495840626761,2.7549376804364885,-0.5959617579908676,0.5272545662100456,0.0604309360730593,
13,13,13,24,2018_10_31_11_29,work,3.0,0.0,,3.0,3.0,,workplace,7.0,1.0,3.0,-0.1206109260363943,0.2430610729188097,9.607289697424376,,,,
14,14,14,26,2018_10_31_11_30,work,3.0,0.0,,3.0,3.0,,workplace,7.0,1.0,3.0,-0.1827046677883516,0.0581713261443447,9.635730609462437,,,,
15,15,15,28,2018_10_31_11_31,work,3.0,0.0,,3.0,3.0,,workplace,7.0,1.0,3.0,-0.1853213987625957,0.0543802834307948,9.63441956690926,,,,
16,16,16,30,2018_10_31_11_32,work,3.0,0.0,,3.0,3.0,,workplace,7.0,1.0,3.0,-0.1843066374566292,0.0547410705374368,9.633269261331812,,,,
17,17,17,32,2018_10_31_11_33,work,3.0,0.0,,3.0,3.0,,workplace,7.0,1.0,3.0,-0.1783988585319131,0.0600453990371777,9.627722228443432,,,,
18,18,18,34,2018_10_31_11_34,work,3.0,0.0,,3.0,3.0,,workplace,7.0,1.0,3.0,-0.1779082215201551,0.0614261536035832,9.62559346360583,,,,
19,19,19,36,2018_10_31_11_35,work,3.0,0.0,,3.0,3.0,,workplace,7.0,1.0,3.0,-0.1768570638487375,0.0608435728306999,9.62419166162462,,,,
20,20,20,38,2018_10_31_11_36,work,3.0,0.0,,3.0,3.0,,workplace,7.0,1.0,3.0,-0.1757445926853284,0.0608175491131016,9.625435265957435,,,,
21,21,21,40,2018_10_31_11_37,work,3.0,0.0,,3.0,3.0,,workplace,7.0,1.0,3.0,-0.1782111832922709,0.0602437986787231,9.624188585386332,,,,
22,22,22,42,2018_10_31_11_38,work,3.0,0.0,,3.0,3.0,,workplace,7.0,1.0,3.0,-0.1797501212429987,0.0572758465013437,9.624437923012302,,,,
23,23,23,44,2018_10_31_11_39,work,3.0,0.0,,3.0,3.0,,workplace,7.0,1.0,3.0,-0.180123818623389,0.057771671684275,9.626948160324558,,,,
24,24,24,46,2018_10_31_11_40,work,3.0,0.0,,3.0,3.0,,workplace,7.0,1.0,3.0,-0.1784471181103004,0.0581069802910412,9.625947375699878,,,,
25,25,25,48,2018_10_31_11_41,work,3.0,0.0,,3.0,3.0,,workplace,7.0,1.0,3.0,-0.1780637240705467,0.0579890129756997,9.62491782418812,,,,
26,26,26,50,2018_10_31_11_42,work,3.0,0.0,,3.0,3.0,,workplace,7.0,1.0,3.0,-0.1701237907238084,0.3842660176312602,9.54442244072828,,,,
