,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,ts,action,actionOption,actionSub,actionSubOption,condition,conditionSub1Option,conditionSub2Option,place,emotionPositive,emotionTension,activity,macc_x_mean,macc_y_mean,macc_z_mean,e4acc_x_mean,e4acc_y_mean,e4acc_z_mean,Class
0,0,0,0,2018_11_15_09_11,personal_care,5.0,0.0,,0.0,,,home,5.0,2.0,3.0,-0.2980419177653959,0.2557130734927206,10.01003792631583,-0.0907633463541666,-0.869921875,-0.0834065755208333,
1,1,1,1,2018_11_15_09_12,personal_care,5.0,0.0,,0.0,,,home,5.0,2.0,3.0,-0.3120876077504173,0.1844218591717943,10.132393468382816,-0.09375,-0.999951171875,-0.0624918619791666,
2,2,2,3,2018_11_15_09_13,personal_care,5.0,0.0,,0.0,,,home,5.0,2.0,3.0,-0.3099022488963562,0.187960257092435,10.126592538375403,-0.09375,-0.9999674479166668,-0.0624918619791666,
3,3,3,4,2018_11_15_09_14,personal_care,5.0,0.0,,0.0,,,home,5.0,2.0,3.0,-0.3119459823516212,0.1873482927323607,10.125688851063874,-0.0937581380208333,-0.99990234375,-0.0625,
4,4,4,5,2018_11_15_09_15,personal_care,5.0,0.0,,0.0,,,home,5.0,2.0,3.0,-0.3112810750447901,0.1872222821892474,10.117058461366224,-0.09375,-0.9999430338541668,-0.0625,
5,5,5,7,2018_11_15_09_16,personal_care,5.0,0.0,,0.0,,,home,5.0,2.0,3.0,-0.3116028039081723,0.1868791042553167,10.119323973124352,-0.0937907113079729,-0.9999267196456488,-0.0625244267847837,
6,6,6,8,2018_11_15_09_17,personal_care,5.0,0.0,,0.0,,,home,5.0,2.0,3.0,-0.3117663500279936,0.1868469313045888,10.115642849944054,-0.0938313802083333,-0.9999186197916666,-0.0573323567708333,
7,7,7,10,2018_11_15_09_18,personal_care,5.0,0.0,,0.0,,,home,5.0,2.0,3.0,-0.3129959845159466,0.1869862138500256,10.11962798041414,-0.09375,-0.9999837239583332,-0.0494710286458333,
8,8,8,11,2018_11_15_09_19,personal_care,5.0,0.0,,0.0,,,home,5.0,2.0,3.0,-0.3142275787346003,0.1882196424804009,10.11950629115345,-0.09375,-0.9999918619791668,-0.0497802734375,
9,9,9,12,2018_11_15_09_20,personal_care,5.0,0.0,,0.0,,,home,5.0,2.0,3.0,-0.3139541084546449,0.1888765063941745,10.116589264277742,-0.09375,-0.9999837239583332,-0.0500895182291666,
10,10,10,13,2018_11_15_09_21,personal_care,5.0,0.0,,0.0,,,home,5.0,2.0,3.0,-0.3116566557142833,0.1910613181120425,10.115264019607883,-0.09375,-0.9999918619791668,-0.0499755859375,
11,11,11,14,2018_11_15_09_22,personal_care,5.0,0.0,,0.0,,,home,5.0,2.0,3.0,-0.3134688330963023,0.1895387323572207,10.11520851287798,-0.09375,-1.0,-0.050146484375,
12,12,12,15,2018_11_15_09_23,personal_care,5.0,0.0,,0.0,,,home,5.0,2.0,3.0,-0.3132769328683454,0.1890145104089611,10.112551939495836,-0.09375,-1.0,-0.0500732421875,
13,13,13,16,2018_11_15_09_24,personal_care,5.0,0.0,,0.0,,,home,5.0,2.0,3.0,-0.3139246170324728,0.189825607553189,10.112632017917171,-0.09375,-0.9999674479166668,-0.05009765625,
14,14,14,17,2018_11_15_09_25,personal_care,5.0,0.0,,0.0,,,home,5.0,2.0,3.0,-0.3129504317851125,0.1897301000503616,10.111559783995554,-0.09375,-0.9999755859375,-0.050244140625,
15,15,15,18,2018_11_15_09_26,personal_care,5.0,0.0,,0.0,,,home,5.0,2.0,3.0,-0.3131873202407594,0.189855099585664,10.112908165733517,-0.09375,-0.9999918619791668,-0.0504638671875,
16,16,16,19,2018_11_15_09_27,personal_care,5.0,0.0,,0.0,,,home,5.0,2.0,3.0,-0.3142785184378476,0.1905629035778252,10.109921425531937,-0.09375,-1.0,-0.0506266276041666,
17,17,17,20,2018_11_15_09_28,personal_care,5.0,0.0,,0.0,,,home,5.0,2.0,3.0,-0.312688640347143,0.1905253685386312,10.11162392441214,-0.09375,-0.9999837154768108,-0.0509786998436685,
18,18,18,21,2018_11_15_09_29,personal_care,5.0,0.0,,0.0,,,home,5.0,2.0,3.0,-0.3127333859708987,0.1913432049020682,10.112090330721916,-0.09375,-1.0,-0.0511149088541666,
19,19,19,23,2018_11_15_09_30,personal_care,5.0,0.0,,0.0,,,home,5.0,2.0,3.0,-0.3149112530515091,0.1907237682978699,10.11243629395299,-0.09375,-0.9999918619791668,-0.0512288411458333,
20,20,20,24,2018_11_15_09_31,personal_care,5.0,0.0,,0.0,,,home,5.0,2.0,3.0,-0.313273114955205,0.1907773897592363,10.110098390257578,-0.09375,-0.9999918619791668,-0.051220703125,
21,21,21,25,2018_11_15_09_32,personal_care,5.0,0.0,,0.0,,,home,5.0,2.0,3.0,-0.3129031266293376,0.190198277284432,10.112361227883584,-0.09375,-0.9999755859375,-0.0510091145833333,
22,22,22,26,2018_11_15_09_33,personal_care,5.0,0.0,,0.0,,,home,5.0,2.0,3.0,-0.3133064414285693,0.1895563914397736,10.113396944537858,-0.09375,-0.9999837239583332,-0.0513020833333333,
23,23,23,27,2018_11_15_09_34,personal_care,5.0,0.0,,0.0,,,home,5.0,2.0,3.0,-0.3124151705095163,0.1920911173796169,10.110109117021327,-0.09375,-0.9999837239583332,-0.0513427734375,
24,24,24,28,2018_11_15_09_35,personal_care,5.0,0.0,,0.0,,,home,5.0,2.0,3.0,-0.3121738734546448,0.190501238888575,10.111843769876836,-0.09375,-0.9999430338541668,-0.0516520182291666,
25,25,25,29,2018_11_15_09_36,personal_care,5.0,0.0,,0.0,,,home,5.0,2.0,3.0,-0.3131336990201541,0.1912385349720015,10.111438940649528,-0.09375,-0.9999918619791668,-0.0514404296875,
