,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,ts,action,actionOption,actionSub,actionSubOption,condition,conditionSub1Option,conditionSub2Option,place,emotionPositive,emotionTension,activity,macc_x_mean,macc_y_mean,macc_z_mean,e4acc_x_mean,e4acc_y_mean,e4acc_z_mean,Class
0,0,0,0,2018_11_15_10_59,recreation_etc,5.0,2.0,,2.0,2.0,,outdoor,5.0,2.0,4.0,-0.7038041417245242,3.213871259274913,9.871520145688658,-0.7909993489583333,-0.2568766276041667,-0.5093994140625,
1,1,1,1,2018_11_15_11_03,study,3.0,0.0,,2.0,2.0,,workplace,2.0,4.0,3.0,-0.3865523085403133,0.2059549673337078,10.600727829507294,-0.3922200520833333,0.4788248697916666,0.5668212890625,
2,2,2,2,2018_11_15_11_04,study,3.0,0.0,,2.0,2.0,,workplace,2.0,4.0,3.0,-0.3580149263717802,0.2452247005352786,10.594245003919378,0.0745768229166666,-0.4093180338541666,0.5351318359375,
3,3,3,3,2018_11_15_11_05,study,3.0,0.0,,2.0,2.0,,workplace,2.0,4.0,3.0,-0.3703720102071661,0.232280459787238,10.593223511198232,-0.3004231770833333,0.5099772135416667,0.3614990234375,
4,4,4,4,2018_11_15_11_06,study,3.0,0.0,,2.0,2.0,,workplace,2.0,4.0,3.0,-0.3717339967413202,0.2301704524132176,10.596775938129923,-0.3165283203125,0.5567301432291667,0.36298828125,
5,5,5,5,2018_11_15_11_07,study,3.0,0.0,,2.0,2.0,,workplace,2.0,4.0,3.0,-0.370513095562395,0.23046234337997,10.596477813933976,-0.4839762369791666,0.0245930989583333,0.8531331380208333,
6,6,6,6,2018_11_15_11_26,study,3.0,0.0,,0.0,,,workplace,4.0,2.0,3.0,-0.020823923255319,1.821403021302351,10.214558747480387,-0.6718587239583333,-0.1830810546875,0.1088216145833333,
7,7,7,7,2018_11_15_11_27,study,3.0,0.0,,0.0,,,workplace,4.0,2.0,3.0,-0.2440557505263201,0.2670593925755911,10.60873355655096,-0.5747965494791667,-0.0508382161458333,0.6799641927083333,
8,8,8,8,2018_11_15_11_28,study,3.0,0.0,,0.0,,,workplace,4.0,2.0,3.0,-0.2465344448757737,0.2655487222048156,10.60914955036373,-0.536767578125,0.1206217447916666,0.7796875,
9,9,9,9,2018_11_15_11_29,study,3.0,0.0,,0.0,,,workplace,4.0,2.0,3.0,-0.2489540787514043,0.263587397995524,10.612047378219463,-0.4883626302083333,0.0257161458333333,0.8506429036458333,
10,10,10,10,2018_11_15_11_30,study,3.0,0.0,,0.0,,,workplace,4.0,2.0,3.0,-0.2510372757670814,0.2621128056411008,10.612503153975348,-0.4948404947916666,0.044775390625,0.844873046875,
11,11,11,11,2018_11_15_11_31,study,3.0,0.0,,0.0,,,workplace,4.0,2.0,3.0,-0.2501578824860069,0.2630002419596893,10.612602353303462,-0.508544921875,0.0600667317708333,0.7863037109375,
12,12,12,12,2018_11_15_11_32,study,3.0,0.0,,0.0,,,workplace,4.0,2.0,3.0,-0.2510989403247524,0.2630136471500592,10.613055452687547,-0.4473032829598749,0.2840509379885357,0.6838685513288171,
13,13,13,13,2018_11_15_11_33,study,3.0,0.0,,0.0,,,workplace,4.0,2.0,3.0,-0.2514903776763758,0.2634774738073942,10.613546097144445,-0.4441650390625,0.214208984375,0.6482340494791666,
14,14,14,14,2018_11_15_11_34,study,3.0,0.0,,0.0,,,workplace,4.0,2.0,3.0,-0.2519917387905981,0.2612468174423331,10.615387993561017,-0.2111490885416666,-0.3249186197916666,0.4699625651041667,
15,15,15,15,2018_11_15_11_35,study,3.0,0.0,,0.0,,,workplace,4.0,2.0,3.0,-0.2510828530347191,0.2618875952743596,10.614248541713302,-0.0764322916666666,-0.888134765625,0.3526448567708333,
16,16,16,16,2018_11_15_11_36,study,3.0,0.0,,0.0,,,workplace,4.0,2.0,3.0,-0.249618985352748,0.2641021648236314,10.613739138577822,-0.1852620442708333,-0.7566569010416667,0.0979654947916666,
17,17,17,17,2018_11_15_11_37,study,3.0,0.0,,0.0,,,workplace,4.0,2.0,3.0,-0.2524046249440135,0.26390376508399,10.614189568309058,-0.780712890625,-0.3839029947916667,-0.4453287760416666,
18,18,18,18,2018_11_15_11_38,study,3.0,0.0,,0.0,,,workplace,4.0,2.0,3.0,-0.2510077835212807,0.2655499463908206,10.611554045912632,-0.6415364583333333,-0.2889892578125,0.585107421875,
19,19,19,19,2018_11_15_11_39,study,3.0,0.0,,0.0,,,workplace,4.0,2.0,3.0,-0.2510276878767552,0.2675711542633087,10.612037829691866,-0.5669108072916667,-0.4285970052083333,0.4390218098958333,
20,20,20,20,2018_11_15_11_40,study,3.0,0.0,,0.0,,,workplace,4.0,2.0,3.0,-0.2540025463292316,0.2619144054871255,10.613846373740182,-0.7613118489583334,-0.1915771484375,0.216552734375,
21,21,21,21,2018_11_15_11_41,study,3.0,0.0,,0.0,,,workplace,4.0,2.0,3.0,-0.2532598882446857,0.2644801966780548,10.612690826987658,-0.7555582682291667,-0.3685546875,0.4041748046875,
