,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,ts,action,actionOption,actionSub,actionSubOption,condition,conditionSub1Option,conditionSub2Option,place,emotionPositive,emotionTension,activity,macc_x_mean,macc_y_mean,macc_z_mean,e4acc_x_mean,e4acc_y_mean,e4acc_z_mean,Class
0,0,0,0,2018_11_15_10_34,work,3.0,1.0,1.0,2.0,2.0,,other_indoor,4.0,4.0,3.0,-0.0992052087726762,0.0963739913617017,10.625383051511715,-0.4171702876376989,0.1377753977968176,0.4405026009791922,
1,1,1,1,2018_11_15_10_35,work,3.0,1.0,1.0,2.0,2.0,,other_indoor,4.0,4.0,3.0,-0.729947327325306,3.0524114445640804,9.784774018421048,-0.6091471354166667,-0.3617268880208333,-0.1468505859375,
2,2,2,2,2018_11_15_10_36,work,3.0,1.0,1.0,2.0,2.0,,other_indoor,4.0,4.0,3.0,-0.1142353264156779,0.0915829069664052,10.6357990105263,-0.555908203125,0.0897786458333333,0.1216471354166666,
3,3,3,3,2018_11_15_10_37,work,3.0,1.0,1.0,2.0,2.0,,other_indoor,4.0,4.0,3.0,-0.1164096798840993,0.0946446965957442,10.639378237961925,-0.5674235026041666,-0.0274251302083333,0.3395833333333333,
4,4,4,4,2018_11_15_10_38,work,3.0,1.0,1.0,2.0,2.0,,other_indoor,4.0,4.0,2.0,-0.1119939460683094,0.1000953263863382,10.63393032138857,-0.6570068359375,-0.0616943359375,0.2774332682291666,
5,5,5,5,2018_11_15_10_39,work,3.0,1.0,1.0,2.0,2.0,,other_indoor,4.0,4.0,4.0,6.971397895433601,-2.6215141221849936,4.388969916860576,-0.7683675130208333,0.1394124348958333,-0.0263264973958333,
6,6,6,6,2018_11_15_10_41,work,3.0,1.0,1.0,2.0,2.0,,other_indoor,4.0,4.0,4.0,-0.5615927955071658,0.0212390147372617,5.631684683972526,-0.7659277198211625,-0.1280271982116244,-0.0785674366616989,
7,7,7,8,2018_11_15_10_42,work,3.0,1.0,1.0,2.0,2.0,,other_indoor,4.0,4.0,3.0,-0.0901779995561456,0.777489337507098,10.381335764317924,-0.388875756429652,-0.5786214069591528,-0.4463644099848714,
8,8,8,9,2018_11_15_10_43,work,3.0,1.0,1.0,2.0,2.0,,other_indoor,4.0,4.0,3.0,0.3522372058230679,0.0544982508127658,10.612385181410964,-0.4635986328125,-0.2545735677083333,-0.184423828125,
9,9,9,10,2018_11_15_10_44,work,3.0,1.0,1.0,2.0,2.0,,other_indoor,4.0,4.0,3.0,0.3687606827715564,0.0529646747371779,10.605985456886906,-0.4250569661458333,-0.4512369791666666,-0.1474365234375,
10,10,10,11,2018_11_15_10_45,work,3.0,1.0,1.0,2.0,2.0,,other_indoor,4.0,4.0,3.0,7.489349778538073,-0.5669324837594618,5.325638983026315,-0.6629069010416667,0.1445068359375,0.1040852864583333,
11,11,11,12,2018_11_15_10_46,work,3.0,1.0,1.0,2.0,2.0,,other_indoor,4.0,4.0,2.0,9.29896944137738,-0.2162932005867859,3.9825722113852176,-0.542822265625,-0.02119140625,0.1055257161458333,
12,12,12,13,2018_11_15_10_47,work,3.0,1.0,1.0,2.0,2.0,,other_indoor,4.0,4.0,2.0,9.6640892505599,-0.3197505971575587,2.456674814011305,-0.6687337239583333,0.1715494791666666,0.1178466796875,
13,13,13,14,2018_11_15_10_48,work,3.0,1.0,1.0,2.0,2.0,,other_indoor,4.0,4.0,4.0,7.926813080136631,0.2516646465022399,0.9236108859933944,-0.8212646484375,-0.0568522135416666,-0.0736246744791666,
14,14,14,15,2018_11_15_10_53,work,3.0,1.0,1.0,2.0,2.0,,other_indoor,4.0,4.0,3.0,,,,,,,
15,15,15,16,2018_11_15_10_54,work,3.0,1.0,1.0,2.0,2.0,,other_indoor,4.0,4.0,3.0,-0.8474778802248633,1.4327059406506382,10.134319213248682,-0.4942835365853658,-0.2046493902439024,0.5652439024390243,
16,16,16,17,2018_11_15_10_55,work,3.0,1.0,1.0,2.0,2.0,,other_indoor,4.0,4.0,3.0,-0.1613525723825316,-0.1051464753466965,10.60704175520718,-0.4824289994788953,-0.2479562923397603,0.5656022016675352,
17,17,17,18,2018_11_15_10_56,work,3.0,1.0,1.0,2.0,2.0,,other_indoor,4.0,4.0,3.0,-0.0476241150919978,-0.0404267722278681,10.63691262283156,-0.5631591796875,-0.1353434244791666,0.3323567708333333,
18,18,18,19,2018_11_15_10_57,work,3.0,1.0,1.0,2.0,2.0,,other_indoor,4.0,4.0,3.0,-0.0401769846777591,-0.0277190880735013,10.660541522408955,-0.1664713541666666,-0.0753336588541666,0.7831787109375,
