ts,action,actionOption,actionSub,actionSubOption,condition,conditionSub1Option,conditionSub2Option,place,emotionPositive,emotionTension,activity,macc_x_mean,macc_x_std,macc_y_mean,macc_y_std,macc_z_mean,macc_z_std,mgps_lat_mean,mgps_lat_std,mgps_lon_mean,mgps_lon_std,e4acc_x_mean,e4acc_x_std,e4acc_y_mean,e4acc_y_std,e4acc_z_mean,e4acc_z_std,bvp_mean,bvp_std,hr_mean,hr_std,temp_mean,temp_std
2019_12_31_08_02_00_AM,travel,2.0,1.0,3.0,0.0,2.0,1.0,outdoor,6.0,3.0,2.0,0.24661834873034677,1.6025926052478183,-1.55589119706607,7.551299122843534,4.142889047701,4.7658012542129775,37.5660504,,126.9824341,,-0.6186360677083333,0.2753111863101144,-0.0673583984375,0.7217046454002154,-0.21160481770833334,0.3060209044620787,-0.3897824516281268,60.96609447721659,106.4159199310345,6.495706250344038,32.77066666666676,0.013176201021584986
2019_12_31_08_03_00_AM,travel,2.0,1.0,3.0,0.0,2.0,1.0,outdoor,6.0,3.0,4.0,-2.9949307929854414,2.5267683034840744,-7.830609798633816,3.8735561376698655,0.5653518229505001,2.6326852307160937,,,,,-0.6654751823866597,0.23782599658426318,-0.21951537258989057,0.616028359327475,-0.22376563314226158,0.23831580702696462,-0.3583739547377612,64.95395484073313,102.89348586956521,9.180350589429287,32.77800000000011,0.016847829901353084
2019_12_31_08_04_00_AM,travel,2.0,1.0,3.0,0.0,2.0,1.0,outdoor,6.0,3.0,0.0,-2.7351104117150093,3.088369453252255,-8.825613331410988,0.8719726212966874,-0.48685151883941835,0.796092781115004,37.5661251,,126.977194,,-0.4721272786458333,0.3713170999270454,-0.5963948567708334,0.4115733547495559,0.08076985677083333,0.3682624784268842,1.0365852667343718,83.87822177630007,96.731256,3.7915948924287806,32.8350000000001,0.01778533079905439
2019_12_31_08_05_00_AM,travel,2.0,1.0,3.0,0.0,2.0,1.0,outdoor,6.0,3.0,3.0,3.4125302789031844,0.26233475526485506,-9.028326630665932,0.14079871638543728,-0.3444486537550086,0.3118485562010381,37.5661251,,126.977194,,-0.7628580729166666,0.1626286405275476,-0.42696940104166664,0.11637378594653268,-0.41464029947916664,0.16669865464084757,-0.643011078575969,47.15037153793633,96.87956750000001,6.9978417739106265,32.81633333333339,0.02179913373325211
2019_12_31_08_06_00_AM,travel,2.0,1.0,3.0,0.0,2.0,1.0,outdoor,6.0,3.0,0.0,2.6346916332246373,2.1940228308544865,-9.028577046898105,2.5302999841544764,-0.7613686651931696,2.480159200223202,37.5661251,,126.977194,,-0.5751953125,0.18428905150635874,0.41900227864583334,0.6839383517805457,-0.26986490885416664,0.1658271981345218,-0.17096298266032894,47.03949376982463,104.247138,11.05664633083467,32.78966666666677,0.020857489482281232
2019_12_31_08_07_00_AM,travel,2.0,1.0,3.0,0.0,2.0,1.0,outdoor,6.0,3.0,2.0,-0.330047965673684,2.1927367511549782,-9.705554896268314,3.5936694078582923,-0.972189520328553,3.6221514157837453,37.5661251,,126.977194,,-0.47342122395833336,0.4144464904298086,0.7728678385416666,0.7197567624159795,-0.1342529296875,0.33239567874073944,0.21861465878828087,70.1982472475172,67.36533,0.0,32.79033333333345,0.020534014370418855
2019_12_31_08_08_00_AM,travel,2.0,1.0,3.0,0.0,2.0,1.0,outdoor,6.0,3.0,2.0,-0.45872884257626034,2.6400101296019614,-9.724999987127665,4.024166340071763,-0.7263875785307945,4.172294063283003,37.5661251,,126.977194,,-0.4307942708333333,0.4887449341056959,1.1631103515625,0.5929569787703217,-0.087451171875,0.3048866554367788,0.47944696654739655,64.62493791155725,109.93311000000001,49.39680744107221,32.73366666666661,0.021176023914852855
2019_12_31_08_09_00_AM,travel,2.0,1.0,3.0,0.0,2.0,1.0,outdoor,6.0,3.0,4.0,-0.3418423870109738,2.7375089711855387,-9.538718450985778,4.907117135000396,-0.63190757305767,2.9669773360350775,37.5711158,,126.9813187,,-0.6313069661458334,0.41220380131242856,0.547900390625,0.6886747879999224,-0.1532470703125,0.42893484118631575,-0.4836253052606808,112.81327619793554,,,32.71866666666658,0.016513381581891733
2019_12_31_08_10_00_AM,travel,2.0,1.0,3.0,0.0,2.0,1.0,outdoor,6.0,3.0,3.0,0.8616748385097337,1.894070613377225,-6.48021737499228,4.665374800922863,-3.108255330951395,5.0519503538712724,37.5711158,,126.9813187,,-0.6108968098958333,0.32161441071541846,-0.03921712239583333,0.6626037262109638,-0.2796549479166667,0.4436509847384298,0.2326526708710566,80.8134227096812,138.28414567857138,13.144158587042211,32.71225941422588,0.014664299001371681
2019_12_31_08_11_00_AM,travel,2.0,1.0,3.0,0.0,2.0,1.0,outdoor,6.0,3.0,4.0,-0.5419104568086223,3.6468669481934697,1.6221546992064815,2.466645656691333,8.120621387899192,3.6553269709994773,37.5711158,,126.9813187,,-0.7008951822916667,0.25755506315194726,-0.03246256510416667,0.34295992869743935,-0.38250325520833334,0.44815202398685966,0.42831108425320136,59.13138668503534,159.99268,,32.77808333333341,0.026882538026888926
