ts,action,actionOption,actionSub,actionSubOption,condition,conditionSub1Option,conditionSub2Option,place,emotionPositive,emotionTension,activity,macc_x_mean,macc_x_std,macc_y_mean,macc_y_std,macc_z_mean,macc_z_std,mgps_lat_mean,mgps_lat_std,mgps_lon_mean,mgps_lon_std,e4acc_x_mean,e4acc_x_std,e4acc_y_mean,e4acc_y_std,e4acc_z_mean,e4acc_z_std,bvp_mean,bvp_std,hr_mean,hr_std,temp_mean,temp_std
2019_12_10_10_15_00_AM,work,3.0,0.0,1.0,3.0,3.0,,workplace,3.0,4.0,3.0,-5.604324352082878,2.0294603745042523,-6.54508533735723,2.8948106670859155,-0.1872628512245191,3.3531377651071828,37.5870019,,127.0304383,,-0.7158203125,0.3363240823333651,0.2842203776041667,0.3446222641204278,0.27830403645833335,0.3741471032090769,0.1778303124463546,178.7109416959841,,,33.90299999999996,0.01877414763036819
2019_12_10_10_16_00_AM,work,3.0,0.0,1.0,3.0,3.0,,workplace,3.0,4.0,4.0,-1.167704983726876,2.3276534507242577,-5.26496204879731,5.058173323954715,4.575212491599661,4.139524440003429,37.5870019,,127.0304383,,-0.5859130859375,0.28955814682225217,0.38319498697916665,0.3119052218028692,0.38527018229166665,0.46835771782499847,-0.2188793532789076,208.9975392833557,,,33.854500000000044,0.023352850972323466
2019_12_10_10_17_00_AM,work,3.0,0.0,1.0,3.0,3.0,,workplace,3.0,4.0,3.0,-0.7849199632471449,1.8590536547405514,-9.8941342037413,2.021734059871834,-0.028931042347816346,2.6279584836844054,37.5869395,,127.0302718,,-0.66474609375,0.34791622715084536,0.34641927083333335,0.4958762371474074,-0.06270345052083333,0.5156819525271362,0.2668639846614542,189.07279637263028,,,33.86066666666672,0.018645933893668608
2019_12_10_10_18_00_AM,work,3.0,0.0,1.0,3.0,3.0,,workplace,3.0,4.0,3.0,2.1797976328233895,2.7407850752367984,-5.000521323330722,4.361751534094044,-5.603487332534188,4.932536960152652,37.5869395,,127.0302718,,-0.4108968098958333,0.2442623579661714,0.07599283854166666,0.5190591284158578,0.6576822916666667,0.31152749493821874,-0.15298869200518309,123.88881900649359,69.1193035,8.72763020267498,33.9926666666666,0.04274539459072595
2019_12_10_10_19_00_AM,work,3.0,0.0,1.0,3.0,3.0,,workplace,3.0,4.0,3.0,4.749912953049841,0.6127537173696717,-1.261863210307789,0.1597622324884878,-8.703460921208693,0.15317023817050554,37.5869395,,127.0302718,,-0.5716274752475248,0.2391624570849418,-0.1907569046378322,0.11142992664924956,0.6588148124022929,0.3313620672507048,-1.0623373942078398,125.19719506273928,62.88378572413793,6.071735008985971,34.07600000000001,0.02063429326576145
2019_12_10_10_20_00_AM,work,3.0,0.0,1.0,3.0,3.0,,workplace,3.0,4.0,3.0,2.3412307613917136,1.6952869497860552,-8.036256046287546,3.4010256986721963,-2.044848766971112,3.371514096436715,37.5869395,,127.0302718,,-0.6886962890625,0.31488427036018213,-0.0045735677083333336,0.4894276453017038,-0.09081217447916666,0.46048066862740766,-1.510074315994273,138.5538383297158,,,34.05100000000002,0.033521366445421544
2019_12_10_10_21_00_AM,work,3.0,0.0,1.0,3.0,3.0,,workplace,3.0,4.0,3.0,2.0640887625769384,1.6487944217448023,-6.6099452456470535,4.155054127260133,-3.8736993590800752,4.190252619719111,37.5869976,,127.0304309,,-0.7164957682291667,0.23956177698901113,0.08321126302083333,0.3506616801816151,0.08047688802083333,0.5563311490403319,2.71773600082003,191.59023779476183,,,33.89900000000004,0.06446951210945999
2019_12_10_10_22_00_AM,work,3.0,0.0,1.0,3.0,3.0,,workplace,3.0,4.0,3.0,3.9214360496640377,0.7031485663092677,-1.0001124479619332,0.1664744326715679,-9.151870127939544,0.157291311506167,37.5869976,,127.0304309,,-0.5172770182291667,0.15668644140626814,0.03544921875,0.31964922681108665,0.7244303385416667,0.2515301963899182,-0.2237422274933845,162.67663125849697,60.56460933333333,4.902999923203784,33.89483333333334,0.043832761926795825
2019_12_10_10_23_00_AM,work,3.0,0.0,1.0,3.0,3.0,,workplace,3.0,4.0,3.0,4.026738565117581,0.5672937146934395,-0.9085803691782736,0.25548994897323934,-9.108074731354954,0.18009039685789205,37.5869976,,127.0304309,,-0.64345703125,0.15160791148749872,0.4971923828125,0.08700948442556071,0.5418863932291667,0.1348655030282375,-0.0007012525203119404,116.19359817199451,83.32014152941174,36.20480635532255,33.9768333333333,0.012541701707880222
2019_12_10_10_24_00_AM,work,3.0,0.0,1.0,3.0,3.0,,workplace,3.0,4.0,3.0,4.154584256662941,1.0442159989907893,-0.8060555373716711,0.36772303732579725,-9.063542029619265,0.3392890648629648,37.5869976,,127.0304309,,-0.33731282552083336,0.213811551777615,-0.33706868489583336,0.3716726845132231,0.7059326171875,0.25921145766843307,0.16939406142890495,148.88241728612576,,,33.93683333333335,0.01838606591429458
