ts,action,actionOption,actionSub,actionSubOption,condition,conditionSub1Option,conditionSub2Option,place,emotionPositive,emotionTension,activity,macc_x_mean,macc_x_std,macc_y_mean,macc_y_std,macc_z_mean,macc_z_std,mgps_lat_mean,mgps_lat_std,mgps_lon_mean,mgps_lon_std,e4acc_x_mean,e4acc_x_std,e4acc_y_mean,e4acc_y_std,e4acc_z_mean,e4acc_z_std,bvp_mean,bvp_std,hr_mean,hr_std,temp_mean,temp_std
2019_12_04_02_40_00_PM,study,3.0,0.0,,0.0,,,workplace,4.0,6.0,3.0,0.09898570059216051,2.409069872987045,-4.1901846801819795,6.417909449677149,-3.1616734079014615,6.221953549928537,37.5842793,,127.0266694,,-0.7896158854166667,0.32749251052281836,0.013094075520833333,0.498976159585999,0.10040690104166666,0.3395048930076556,0.951725819734505,100.54256248396405,106.74415,4.19331291806371,34.42266666666665,0.03302676316378541
2019_12_04_02_41_00_PM,study,3.0,0.0,,0.0,,,workplace,4.0,6.0,3.0,-0.06052946453183994,0.8824023330691211,3.0024514199828727,3.230821355767621,8.474253666927797,1.2729411548687457,37.5842793,,127.0266694,,-0.7957275390625,0.24500693217372996,-0.3969807942708333,0.27020512365537425,0.2157470703125,0.25050737976978327,-2.6001757642084677,118.37083018411121,95.03818218181819,8.05423479787263,34.31358333333333,0.14155913549608437
2019_12_04_02_42_00_PM,study,3.0,0.0,,0.0,,,workplace,4.0,6.0,3.0,0.07576954791892596,0.04382540505653111,-0.030256877230123214,0.03758944097146447,9.651906266797303,0.02118355112520794,37.5842793,,127.0266694,,-0.7097819010416667,0.29579235449795765,-0.5275634765625,0.061202206542570435,0.35379231770833336,0.14091686765834402,1.330088670252353,232.0768224913557,96.0574572857143,9.415409127502176,34.3534166666667,0.10107369889387287
2019_12_04_02_43_00_PM,study,3.0,0.0,,0.0,,,workplace,4.0,6.0,3.0,0.07514081628555508,0.009928821653885752,-0.028196406786114216,0.009458641756484941,9.635871589025763,0.016412700558718563,37.5842793,,127.0266694,,-0.71982421875,0.10566307302621623,-0.531201171875,0.046661432190810315,0.43557942708333336,0.12805121764389213,1.3741252487705766,214.30224453145084,92.53931750000001,1.5767526626305435,34.63566666666659,0.05416128607542917
2019_12_04_02_44_00_PM,study,3.0,0.0,,0.0,,,workplace,4.0,6.0,3.0,-0.4796324975522953,1.4505848282487843,1.2755371693301234,2.748195107080114,8.919645596005386,1.9355882004132072,37.5842793,,127.0266694,,-0.7948893229166667,0.09760416091697253,-0.438427734375,0.20589274842160668,0.2302978515625,0.3035195653129379,-2.407579820846615,143.2373828745572,99.82165687500002,12.763522365212717,34.69874999999994,0.017599091836592227
2019_12_04_02_45_00_PM,study,3.0,0.0,,0.0,,,workplace,4.0,6.0,3.0,0.062371796591377725,1.0332107744053165,0.8642862868939503,1.8443315954144364,9.37887447984323,1.038691416478164,37.5842793,,127.0266694,,-0.8326985677083333,0.1068463860697226,-0.34193522135416665,0.2558999563200865,0.15961100260416666,0.3331806194496998,2.715253250198444,173.122242896504,,,34.69016666666664,0.05003736400305057
2019_12_04_02_46_00_PM,study,3.0,0.0,,0.0,,,workplace,4.0,6.0,3.0,0.07754179386618193,0.009688688858115552,-0.032960825858566724,0.00922866058832239,9.640594458006728,0.015097670087817658,,,,,-0.7867838541666666,0.024564997896745346,-0.5605305989583333,0.032995593132022924,0.283740234375,0.042836484500042536,-1.5135734022511058,179.13792980972414,102.828275,19.134358996382655,35.02274999999985,0.12606342628890735
2019_12_04_02_47_00_PM,study,3.0,0.0,,0.0,,,workplace,4.0,6.0,3.0,0.07728440252407695,0.009597388228679818,-0.03208676817155659,0.009404380565855476,9.635805915453533,0.0147953718539158,,,,,-0.7771707269411151,0.03643346242874653,-0.5138988405419489,0.05435256001692786,0.3792258337675873,0.06143041166773515,0.8488648177757928,215.0777571908699,,,35.298916666666756,0.036391544222998125
2019_12_04_02_48_00_PM,study,3.0,0.0,,0.0,,,workplace,4.0,6.0,3.0,0.0800996191982093,0.011913263770517974,-0.032998362125979924,0.010206033023290388,9.62385061758119,0.018418735651950097,,,,,-0.7769612630208333,0.03996180072229335,-0.49783528645833336,0.04110244367937327,0.40415852864583335,0.045351523205914894,-0.4075617504104164,154.77688144553153,,,35.28491666666667,0.04536224875679551
2019_12_04_02_49_00_PM,study,3.0,0.0,,0.0,,,workplace,4.0,6.0,3.0,0.03499716760459107,1.5642887266416476,2.8076303960462288,3.4630040401256235,8.268479262709985,1.991452658892128,37.5847264,,127.0266313,,-0.8722900390625,0.0840162835268653,-0.38089192708333336,0.1662323100210348,0.1812744140625,0.22627606096537511,0.7033833995578203,242.10704591418732,,,35.38725000000002,0.04034293372147348
