ts,action,actionOption,actionSub,actionSubOption,condition,conditionSub1Option,conditionSub2Option,place,emotionPositive,emotionTension,activity,macc_x_mean,macc_x_std,macc_y_mean,macc_y_std,macc_z_mean,macc_z_std,mgps_lat_mean,mgps_lat_std,mgps_lon_mean,mgps_lon_std,e4acc_x_mean,e4acc_x_std,e4acc_y_mean,e4acc_y_std,e4acc_z_mean,e4acc_z_std,bvp_mean,bvp_std,hr_mean,hr_std,temp_mean,temp_std
2019_12_10_09_19_00_AM,travel,3.0,2.0,3.0,0.0,,,workplace,6.0,5.0,4.0,,,,,,,,,,,-0.5270751953125,0.1191417320421046,-0.4931640625,0.6411728293339588,-0.0213134765625,0.2455520378953823,0.0684396910773441,33.07441215161525,86.40335250000001,6.735778556595802,32.85566666666669,0.078869982870845
2019_12_10_09_20_00_AM,travel,1.0,1.0,1.0,0.0,,,workplace,7.0,2.0,4.0,-3.860487946569691,5.275081794195624,2.125772171383511,4.152406044942528,4.119651222001064,5.240062182687002,37.5847747,,127.0263104,,-0.612353515625,0.27489514636836165,-0.05315755208333333,0.7063933605586344,-0.10801595052083333,0.34286069072582853,0.046268865930364396,83.88601127178384,109.70927,,32.9336666666667,0.046715256632406305
2019_12_10_09_21_00_AM,travel,1.0,1.0,1.0,0.0,,,workplace,7.0,2.0,2.0,3.164047560923516,4.537646461495379,4.743421695835387,1.8004342777282552,5.0493995548944,4.52907873070132,37.5847747,,127.0263104,,-0.6452962239583333,0.17779727887033742,-0.11123046875,0.6521604002386489,-0.2529052734375,0.3448519949489376,-0.0047940355899976144,29.90780288001738,107.21300158333332,13.771032576925778,32.7788333333334,0.035172815038218855
2019_12_10_09_22_00_AM,travel,1.0,1.0,1.0,0.0,,,workplace,7.0,2.0,3.0,1.4320027667799702,2.962998433394378,5.961295423391154,1.011961007061077,6.448123722404594,2.6638810426288244,37.5847747,,127.0263104,,-0.6213196977592496,0.1003254936087733,0.49981272798332466,0.5522982071141253,-0.2100214955706097,0.17476608065684004,-0.0619066410056777,22.221643026340722,82.12611125000001,9.469319833851477,32.69149999999996,0.09093332883430079
2019_12_10_10_01_00_AM,recreation_etc,4.0,2.0,3.0,0.0,2.0,1.0,home,7.0,1.0,3.0,1.2541857629199327,2.678832810669163,3.225446106939545,2.378215969327832,6.535690560705502,5.1698638386590865,37.5926128,,127.0336718,,0.4438720703125,0.4161325166894226,0.5013427734375,0.2967004943962688,0.46302897135416665,0.249154727259456,0.003440888509113889,70.4917345807884,69.22769586666666,5.018393437517071,33.12833333333329,0.0379017300878743
2019_12_10_10_02_00_AM,recreation_etc,4.0,2.0,3.0,0.0,2.0,1.0,home,7.0,1.0,3.0,5.500464299089218,2.6204409780114095,5.736572510360047,2.127264456646341,-4.266830969081741,2.590582762368059,37.5926128,,127.0336718,,0.7110432942708333,0.28507971908572777,0.3435791015625,0.16775438948634439,0.4523193359375,0.16404627101567165,-0.287483660348698,33.71911730506133,70.60943809090911,4.572369425473715,33.25750000000007,0.029621037418372863
2019_12_10_10_03_00_AM,recreation_etc,4.0,2.0,3.0,0.0,2.0,1.0,home,7.0,1.0,3.0,2.5025963068689814,3.0132098916089087,3.7883553946058304,3.15619739358385,-6.978352539798432,3.6707587203087497,37.5926128,,127.0336718,,0.45323232684602177,0.319271721863764,0.45692615912993706,0.3550463180508978,0.5153745706926159,0.26363972813257014,-1.5945938016314316,84.3438834410249,67.63748733333334,5.428567658024983,33.24227722772271,0.026909880488367247
2019_12_10_10_04_00_AM,recreation_etc,4.0,2.0,3.0,0.0,2.0,1.0,home,7.0,1.0,3.0,6.809064035742286,0.806620202463747,6.53535751918208,0.8660180186967382,-2.6216718969523756,1.2349746021819812,37.5926128,,127.0336718,,,,,,,,,,,,,
2019_12_10_10_05_00_AM,recreation_etc,4.0,2.0,3.0,0.0,2.0,1.0,home,7.0,1.0,3.0,3.2694298118265652,3.129174743672136,1.0734966263961774,3.212036107832029,6.145511240332399,5.074725718005874,37.5926128,,127.0336718,,0.5995170817369093,0.2672642708309899,0.3669380587484036,0.3673803005854757,0.44102211047254153,0.2816588893185176,0.8553389448798221,87.82619370933556,65.39083375,1.6777773030976366,33.38523316062178,0.019420579153206004
2019_12_10_10_06_00_AM,recreation_etc,4.0,2.0,3.0,0.0,2.0,1.0,home,7.0,1.0,3.0,1.227071200111981,0.11328956939745509,-1.126291808701011,0.02676599492348428,9.509034026875707,0.029836172478687518,37.5926083,,127.0336764,,0.3253092447916667,0.520463799111893,0.12132161458333333,0.26014246260146723,0.6573486328125,0.3052056083570692,-0.2351080514051531,152.0329363860463,,,33.36383333333336,0.03900827791846905
