ts,action,actionOption,actionSub,actionSubOption,condition,conditionSub1Option,conditionSub2Option,place,emotionPositive,emotionTension,activity,macc_x_mean,macc_x_std,macc_y_mean,macc_y_std,macc_z_mean,macc_z_std,mgps_lat_mean,mgps_lat_std,mgps_lon_mean,mgps_lon_std,e4acc_x_mean,e4acc_x_std,e4acc_y_mean,e4acc_y_std,e4acc_z_mean,e4acc_z_std,bvp_mean,bvp_std,hr_mean,hr_std,temp_mean,temp_std
2020_01_01_09_57_00_AM,recreation_etc,3.0,2.0,1.0,0.0,2.0,,home,6.0,4.0,3.0,,,,,,,37.4794203,,126.9788481,,,,,,,,,,,,,
2020_01_01_09_58_00_AM,recreation_etc,3.0,2.0,1.0,0.0,2.0,,home,6.0,4.0,3.0,,,,,,,37.4794203,,126.9788481,,,,,,,,,,,,,
2020_01_01_09_59_00_AM,recreation_etc,3.0,2.0,1.0,0.0,2.0,,home,6.0,4.0,3.0,,,,,,,37.4794203,,126.9788481,,,,,,,,,,,,,
2020_01_01_10_00_00_AM,recreation_etc,3.0,2.0,1.0,0.0,2.0,,home,6.0,4.0,3.0,,,,,,,37.4794203,,126.9788481,,,,,,,,,,,,,
2020_01_01_10_01_00_AM,recreation_etc,3.0,2.0,1.0,0.0,2.0,,home,6.0,4.0,3.0,,,,,,,37.4794203,,126.9788481,,,,,,,,,,,,,
2020_01_01_10_02_00_AM,recreation_etc,3.0,2.0,1.0,0.0,2.0,,home,6.0,4.0,3.0,,,,,,,37.479418,,126.9788477,,,,,,,,,,,,,
2020_01_01_10_03_00_AM,recreation_etc,3.0,2.0,1.0,0.0,2.0,,home,6.0,4.0,3.0,,,,,,,37.479418,,126.9788477,,,,,,,,,,,,,
2020_01_01_10_04_00_AM,recreation_etc,3.0,2.0,1.0,0.0,2.0,,home,6.0,4.0,3.0,,,,,,,37.479418,,126.9788477,,,,,,,,,,,,,
2020_01_01_10_05_00_AM,recreation_etc,3.0,2.0,1.0,0.0,2.0,,home,6.0,4.0,3.0,,,,,,,37.479418,,126.9788477,,,,,,,,,,,,,
2020_01_01_10_06_00_AM,recreation_etc,3.0,2.0,1.0,0.0,2.0,,home,6.0,4.0,3.0,,,,,,,37.479418,,126.9788477,,,,,,,,,,,,,
2020_01_01_10_07_00_AM,recreation_etc,3.0,2.0,1.0,0.0,2.0,,home,6.0,4.0,3.0,,,,,,,37.4794186,,126.9788473,,,,,,,,,,,,,
2020_01_01_10_08_00_AM,recreation_etc,3.0,2.0,1.0,0.0,2.0,,home,6.0,4.0,3.0,,,,,,,37.4794186,,126.9788473,,,,,,,,,,,,,
2020_01_01_10_09_00_AM,recreation_etc,3.0,2.0,1.0,0.0,2.0,,home,6.0,4.0,3.0,,,,,,,37.4794186,,126.9788473,,,,,,,,,,,,,
2020_01_01_10_10_00_AM,recreation_etc,3.0,2.0,1.0,0.0,2.0,,home,6.0,4.0,3.0,,,,,,,37.4794186,,126.9788473,,,,,,,,,,,,,
