ts,action,actionOption,actionSub,actionSubOption,condition,conditionSub1Option,conditionSub2Option,place,emotionPositive,emotionTension,activity,macc_x_mean,macc_x_std,macc_y_mean,macc_y_std,macc_z_mean,macc_z_std,mgps_lat_mean,mgps_lat_std,mgps_lon_mean,mgps_lon_std,e4acc_x_mean,e4acc_x_std,e4acc_y_mean,e4acc_y_std,e4acc_z_mean,e4acc_z_std,bvp_mean,bvp_std,hr_mean,hr_std,temp_mean,temp_std
2020_08_31_08_37_00_AM,care_housemem,51.0,,,WITH_MANY,1.0,1.0,home,1.0,1.0,3.0,1.9178853501904531,0.8376594791594704,3.8300473172815273,4.580857619654524,7.090495315786496,2.809875525103325,37.54001206666667,6.502811047058514e-05,127.06048680833334,2.8452910327708808e-05,,,,,,,,,,,,
2020_08_31_08_38_00_AM,care_housemem,51.0,,,WITH_MANY,1.0,1.0,home,1.0,1.0,3.0,1.2387719731578997,0.13737825068304993,-0.7643485845464656,0.09449851038513171,9.815573325587923,0.20830844958292916,37.540055575000004,1.3942251029434777e-06,127.06050765833334,2.8867907123557808e-06,,,,,,,,,,,,
2020_08_31_08_39_00_AM,care_housemem,51.0,,,WITH_MANY,1.0,1.0,home,1.0,1.0,3.0,1.0106060117396487,0.4053955350498743,-0.5397959510274357,0.4016542429958736,9.83642847541995,0.22242396963433056,37.540057241666666,1.105735735109422e-06,127.06050800833334,2.1815167069482543e-06,0.23887803819444445,0.47019079284428333,0.009440104166666666,0.33123958530592523,0.7495659722222222,0.34351001724031954,0.3491659350307234,160.9856859842964,75.34375,12.054050815863878,35.230555555555526,0.08501679848735359
2020_08_31_08_40_00_AM,care_housemem,51.0,,,WITH_MANY,1.0,1.0,home,1.0,1.0,3.0,0.7714929649300487,0.03843682424602347,-0.2729589099641868,0.040908670458797536,9.876868995747026,0.0664083512555898,37.54006643333333,1.7651027955368432e-05,127.06056453333333,0.00010803512335726912,-0.072509765625,0.2939259308776802,0.00595703125,0.3272078932411934,0.8655029296875,0.34839517461307407,-0.1302812499999994,104.30154548841938,90.6273333333333,4.9426887854060295,35.37233333333335,0.09510824780510875
2020_08_31_08_41_00_AM,care_housemem,51.0,,,WITH_MANY,1.0,1.0,home,1.0,1.0,3.0,0.7400095125195918,0.03601288070035814,-0.2516772808152304,0.025620943709949745,9.879741607502776,0.028375334388294822,37.540052591666665,1.042736420476224e-05,127.0605067,2.8347165965644885e-05,-0.25322265625,0.3358637523651362,0.014493815104166667,0.1262844262798607,0.8861246744791667,0.24752669687122061,0.18387441375716554,52.207950193986456,73.58033333333334,2.518791724500544,35.66483333333329,0.08393046866563016
2020_08_31_08_42_00_AM,care_housemem,51.0,,,WITH_MANY,1.0,1.0,home,1.0,1.0,3.0,0.7274594027603618,0.016718462198616547,-0.2596993175492715,0.014938608722639463,9.881850066069374,0.02016945132930113,37.54005643333333,5.1554619448346324e-06,127.06051266666668,1.4103148155734167e-05,-0.8443440755208333,0.11460146818839155,0.21500651041666666,0.03160178426849491,0.4912027994791667,0.0782920426925511,-0.23457150299557109,35.879418552739644,70.64483333333332,1.3991165392473492,36.02133333333331,0.0754005575080485
2020_08_31_08_43_00_AM,care_housemem,51.0,,,WITH_MANY,1.0,1.0,home,1.0,1.0,3.0,0.7157427947509796,0.0053506801846947725,-0.2428177093508702,0.005657749084301506,9.88220019949632,0.010424189069558987,37.540057975,3.278719265989285e-07,127.060509025,1.462951561280612e-06,-0.7335693359375,0.007682322430093122,0.25416666666666665,0.007235188790567877,0.6430826822916667,0.008608544461570734,0.13147656250000014,28.88580647595934,68.97000000000001,1.0274272624672827,36.25000000000012,0.0648654868227568
2020_08_31_08_44_00_AM,care_housemem,51.0,,,WITH_MANY,1.0,1.0,home,1.0,1.0,3.0,0.7074814354591252,0.020830280927827176,-0.23762362910599164,0.028907643657912253,9.883654044792811,0.027394666853346475,37.54005226363637,1.0577832738395842e-05,127.0605157181818,1.5449001144759178e-05,-0.6773763020833333,0.3265172277704088,0.22925618489583333,0.1263982147108466,0.5859130859375,0.22585899600500425,1.1504296874999995,74.4309905668146,68.85149999999999,1.2122144255697176,36.360833333333375,0.03549019154576801
2020_08_31_08_45_00_AM,care_housemem,51.0,,,WITH_MANY,1.0,1.0,home,1.0,1.0,3.0,0.5774214335229553,0.5122500621725755,-0.3090882931687576,0.21797730364379922,9.880540983370631,0.36113715275276526,37.540055975,4.9920163532615495e-06,127.06051020833335,7.72686674659784e-06,-0.688134765625,0.21081294128029598,-0.07518717447916666,0.06639589125745143,0.7119140625,0.09527145282810236,-0.9437031249999966,84.64134979496554,70.32233333333332,0.762132082210468,35.730833333333344,0.20101243048776785
2020_08_31_08_46_00_AM,care_housemem,51.0,,,WITH_MANY,1.0,1.0,home,1.0,1.0,3.0,0.630222728663684,0.2865243791800755,-0.31804002347621857,0.22365446898292704,9.879322113318391,0.06820446030188398,37.540054291666664,2.4257925903913247e-06,127.06050970833333,3.9493286729689535e-06,-0.5881591796875,0.21170252053235816,0.008927408854166667,0.11264424295688946,0.793017578125,0.09194331673540555,-0.22885126334983102,49.30025381285591,67.19316666666667,1.203344902678471,35.60233333333334,0.015563788748988252
2020_08_31_08_47_00_AM,care_housemem,51.0,,,WITH_MANY,1.0,1.0,home,1.0,1.0,3.0,0.7865830104364805,0.056832116470132074,-0.4041901197369864,0.036390343009543136,9.872450699776145,0.03126312024445409,37.54005486666666,1.981428929834869e-06,127.06050665833334,4.45879281147429e-06,-0.783544921875,0.12597963514060712,-0.00126953125,0.07579438350505278,0.5377197265625,0.3183591673847498,0.005153645833334371,36.361572955328974,64.05583333333331,0.7332405244301947,35.588999999999956,0.029540412713156397
2020_08_31_08_48_00_AM,care_housemem,51.0,,,WITH_MANY,1.0,1.0,home,1.0,1.0,3.0,0.83443777446808,0.06640161101492223,-0.4372933410750243,0.022612741042132907,9.869931647256411,0.027140277114796336,37.540055083333336,2.977135088461431e-06,127.06050795,5.601379701151208e-06,-0.98916015625,0.008148667340000483,-0.1158203125,0.008746375943088167,0.072021484375,0.01226819434048847,-0.02078405834852814,15.466229535838147,64.6476666666667,0.39585293736765303,35.49966666666664,0.025016591426151216
2020_08_31_08_49_00_AM,care_housemem,51.0,,,WITH_MANY,1.0,1.0,home,1.0,1.0,3.0,0.9100098036541686,0.02548992022464958,-0.44077914550643343,0.01902880059146977,9.863918375489625,0.03416791102625151,37.54005582727273,1.824330512787906e-06,127.06050668181815,2.6267158896537135e-06,-0.9896891276041667,0.007438463283198731,-0.10940755208333333,0.0018871087031003093,0.07450358072916667,0.006896650041236644,-0.0665026041666668,12.220057612662014,64.24700000000001,0.13747480508769003,35.448333333333295,0.019803779417550703
2020_08_31_08_50_00_AM,care_housemem,51.0,,,WITH_MANY,1.0,1.0,home,1.0,1.0,3.0,1.1292436685394533,1.3935777292600617,-0.7927911697543376,2.4214679984785534,8.690806764271358,3.90838232052802,37.54005630833333,6.653206099798608e-07,127.06050645833334,8.039203213060497e-07,-0.8845865885416667,0.3140236209105755,-0.10052897135416666,0.15331466348586115,-0.017781575520833332,0.30531124242201635,0.3283411458333341,60.348649101538264,64.50349999999999,0.23754268126744943,35.427666666666646,0.029521521355649612
2020_08_31_08_51_00_AM,care_housemem,51.0,,,WITH_MANY,1.0,1.0,home,1.0,1.0,3.0,-6.809060847695938,2.3974813329363216,-1.1532289628645036,1.294745203190399,6.260029505963065,2.0318619673344753,37.54005681538461,9.889777153180322e-07,127.06051215384615,6.812441484692305e-06,-0.8466227213541667,0.20004361342881646,0.0220947265625,0.18777589443084133,-0.38409016927083334,0.26333678656291215,-0.27946600677260014,114.88807635833571,69.82933333333332,1.7920747058681539,35.495666666666594,0.10198640760475298
