ts,action,actionOption,actionSub,actionSubOption,condition,conditionSub1Option,conditionSub2Option,place,emotionPositive,emotionTension,activity,macc_x_mean,macc_x_std,macc_y_mean,macc_y_std,macc_z_mean,macc_z_std,mgps_lat_mean,mgps_lat_std,mgps_lon_mean,mgps_lon_std,e4acc_x_mean,e4acc_x_std,e4acc_y_mean,e4acc_y_std,e4acc_z_mean,e4acc_z_std,bvp_mean,bvp_std,hr_mean,hr_std,temp_mean,temp_std
2020_09_04_12_00_00_AM,recreation_media,724.0,,,ALONE,,,home,3.0,2.0,3.0,-0.025131610901187363,0.008160464358170229,-0.045857402256159606,0.005289502840340857,9.758488080627156,0.01207612673445682,37.529722345454545,6.115449882608852e-06,127.00837495454545,9.90124877431747e-06,,,,,,,,,,,,
2020_09_04_12_01_00_AM,recreation_media,724.0,,,ALONE,,,home,3.0,2.0,3.0,-0.025495597173481155,0.008480106844097363,-0.045929865196419166,0.003483003838593114,9.759620560156755,0.010656075732928897,37.52972921666667,8.296859573228588e-06,127.00838702499999,3.945797531884764e-06,,,,,,,,,,,,
2020_09_04_12_02_00_AM,recreation_media,724.0,,,ALONE,,,home,3.0,2.0,3.0,-0.024688614433251644,0.009497453333323708,-0.045929865186905956,0.0039023830859290913,9.760886005875818,0.011272185252582114,37.52971926363636,8.250123967419504e-06,127.0083758727273,7.372800134113315e-06,,,,,,,,,,,,
2020_09_04_12_03_00_AM,recreation_media,724.0,,,ALONE,,,home,3.0,2.0,3.0,-0.024157861029563677,0.02841384613594583,-0.04650254509238581,0.005446957504521731,9.761067316909331,0.022356576379612362,37.52971493333334,3.0194320151393204e-06,127.00836445833335,7.166266725495488e-06,,,,,,,,,,,,
2020_09_04_12_04_00_AM,recreation_media,724.0,,,ALONE,,,home,3.0,2.0,3.0,-0.025056500808175234,0.0036330767713596843,-0.04687273098992217,0.0029532625119510813,9.761890857222905,0.008161967011870044,37.52971554545454,3.6914397298205974e-06,127.00836384545454,5.524737754620222e-06,,,,,,,,,,,,
2020_09_04_12_05_00_AM,recreation_media,724.0,,,ALONE,,,home,3.0,2.0,3.0,-0.024828026807224825,0.006141928145464064,-0.0477167552781204,0.003929776249614203,9.760965109681068,0.01320301513051765,37.52971405,1.2369316872047688e-06,127.00836163333334,3.894596102972259e-06,,,,,,,,,,,,
2020_09_04_12_06_00_AM,recreation_media,724.0,,,ALONE,,,home,3.0,2.0,3.0,-0.024711798683091153,0.0032578312581326425,-0.04734351089697708,0.00286607492205441,9.759892357222913,0.008383184895671282,37.529713199999996,7.083912634823289e-07,127.00836042499999,3.2652787687489414e-06,,,,,,,,,,,,
2020_09_04_12_07_00_AM,recreation_media,724.0,,,ALONE,,,home,3.0,2.0,3.0,-0.024128353538354255,0.003117532424859765,-0.04725632943281132,0.0027585858304184237,9.76216177771564,0.008133681679621469,37.52971662727273,5.668172703919344e-06,127.00836551818183,9.648815282967517e-06,,,,,,,,,,,,
2020_09_04_12_08_00_AM,recreation_media,724.0,,,ALONE,,,home,3.0,2.0,3.0,-0.024482177203693757,0.0032009889545490536,-0.04729985896194803,0.0028584295200649546,9.762273434806986,0.00810164704568353,37.52971282500001,6.890375364324904e-07,127.00835628333333,2.170811885601022e-06,,,,,,,,,,,,
2020_09_04_12_09_00_AM,recreation_media,724.0,,,ALONE,,,home,3.0,2.0,3.0,-0.024369779119821276,0.0031295301083197865,-0.04716780667301297,0.0029255310803163654,9.762168472004516,0.008032670239324349,37.52971340833333,9.671498267375882e-07,127.00836482499999,3.7743452188215884e-06,,,,,,,,,,,,
