ts,action,actionOption,actionSub,actionSubOption,condition,conditionSub1Option,conditionSub2Option,place,emotionPositive,emotionTension,activity,macc_x_mean,macc_x_std,macc_y_mean,macc_y_std,macc_z_mean,macc_z_std,mgps_lat_mean,mgps_lat_std,mgps_lon_mean,mgps_lon_std,e4acc_x_mean,e4acc_x_std,e4acc_y_mean,e4acc_y_std,e4acc_z_mean,e4acc_z_std,bvp_mean,bvp_std,hr_mean,hr_std,temp_mean,temp_std
2020_08_31_08_00_00_AM,meal,121.0,meal_amount,1.0,ALONE,,,home,5.0,1.0,3.0,0.20596809466419735,0.7421382351423884,3.6416570473625014,0.4987764712968943,9.236287253142526,0.44775035687602416,,,,,,,,,,,,,,,,
2020_08_31_08_01_00_AM,meal,121.0,meal_amount,1.0,ALONE,,,home,5.0,1.0,3.0,0.012404381241545717,0.40854595582923514,3.413247875979841,0.2686997543187449,9.370881925139981,0.25638106447059367,,,,,,,,,,,,,,,,
2020_08_31_08_02_00_AM,meal,121.0,meal_amount,1.0,ALONE,,,home,5.0,1.0,3.0,0.3480376888622966,0.7042066901491426,3.9023446771204533,1.0321316948279338,9.060328901960766,0.7616041258857462,,,,,,,,,,,,,,,,
2020_08_31_08_03_00_AM,meal,121.0,meal_amount,1.0,ALONE,,,home,5.0,1.0,3.0,-0.5821734161212749,0.6467685997831216,4.969791929451291,0.43316644187307274,8.550286465845465,0.5760594907324746,,,,,,,,,,,,,,,,
2020_08_31_08_04_00_AM,meal,121.0,meal_amount,1.0,ALONE,,,home,5.0,1.0,3.0,-0.32028318596192584,0.7049427519935221,5.275633059518476,0.41317197656216237,8.391831318757001,0.6185478181721836,,,,,,,,,,,,,,,,
2020_08_31_08_05_00_AM,meal,121.0,meal_amount,1.0,ALONE,,,home,5.0,1.0,3.0,-0.2073374914219608,0.4618060834310574,5.018079417030801,0.4395954640552831,8.555753914733902,0.5555355690092341,,,,,,,,,,,,,,,,
2020_08_31_08_06_00_AM,meal,121.0,meal_amount,1.0,ALONE,,,home,5.0,1.0,3.0,0.6065062723106385,0.3195923952840174,5.451242256047018,0.17110757733643364,8.281315302799557,0.31990469638155616,,,,,,,,,,,,,,,,
2020_08_31_08_07_00_AM,meal,121.0,meal_amount,1.0,ALONE,,,home,5.0,1.0,3.0,0.4869413366347147,0.34902209688966246,5.1076745423292325,0.2209802440881597,8.512256900391943,0.38295852001931624,,,,,,,,,,,,,,,,
2020_08_31_08_08_00_AM,meal,121.0,meal_amount,1.0,ALONE,,,home,5.0,1.0,3.0,0.43685656482408997,0.21556672762960916,4.925008521736699,0.2834695704484335,8.63189050280113,0.42804778400435484,,,,,,,,,,,,,,,,
2020_08_31_08_10_00_AM,meal,121.0,meal_amount,1.0,ALONE,,,home,5.0,1.0,3.0,5.247254914810028,1.3968786644184554,-8.254152273596171,0.9759646608323327,-0.11661434262353636,1.2345997205805692,,,,,,,,,,,,,,,,
2020_08_31_08_10_00_AM,meal,121.0,meal_amount,1.0,ALONE,,,home,5.0,1.0,3.0,5.247254914810028,1.3968786644184554,-8.254152273596171,0.9759646608323327,-0.11661434262353636,1.2345997205805692,,,,,,,,,,,,,,,,
2020_08_31_08_11_00_AM,meal,121.0,meal_amount,1.0,ALONE,,,home,5.0,1.0,3.0,0.8249679962261371,2.250855853692184,3.7566010671805974,4.541269793909299,7.118698690484923,3.1841827460513543,,,,,,,,,,,,,,,,
2020_08_31_08_12_00_AM,meal,121.0,meal_amount,1.0,ALONE,,,home,5.0,1.0,3.0,0.057795245491653095,0.9087877999038555,6.459178012717094,0.6128326714531139,7.441816557535007,0.8612006684057762,,,,,,,,,,,,,,,,
2020_08_31_08_13_00_AM,meal,121.0,meal_amount,1.0,ALONE,,,home,5.0,1.0,4.0,0.01022191790279957,0.5682476288606757,6.509523790929451,0.3928990635520102,7.4493624433370655,0.8879507005531933,,,,,,,,,,,,,,,,
2020_08_31_08_14_00_AM,meal,121.0,meal_amount,1.0,ALONE,,,home,5.0,1.0,3.0,0.21074313031619024,0.7312019996472665,6.493777627507012,0.49580480549863654,7.420266742296919,0.8760908840109071,,,,,,,,,,,,,,,,
2020_08_31_08_15_00_AM,meal,121.0,meal_amount,1.0,ALONE,,,home,5.0,1.0,0.0,0.19479202765266102,0.8691300653372098,6.410888757478976,0.5111463706778864,7.507757694005601,1.0537740863821434,,,,,,,,,,,,,,,,
2020_08_31_08_16_00_AM,meal,121.0,meal_amount,1.0,ALONE,,,home,5.0,1.0,4.0,0.13717290533916174,2.545797828063038,3.8963195452641095,4.988662495271938,6.81693503572946,2.9855793991379542,,,,,,,,,,,,,,,,
2020_08_31_08_19_00_AM,meal,121.0,meal_amount,1.0,ALONE,,,home,5.0,1.0,3.0,4.162717776114086,0.4599699205457674,-8.95530903226382,0.20692113327567932,0.25255118070338645,0.9184740803963596,,,,,,,,,,,,,,,,
2020_08_31_08_43_00_AM,personal_care,133.0,,,WITH_ONE,1.0,2.0,home,5.0,2.0,4.0,-0.5470104477550402,1.7895040362646513,0.1636105871468878,5.975882833220142,6.903921238139294,4.497123642759837,,,,,,,,,,,,,,,,
2020_08_31_08_44_00_AM,personal_care,133.0,,,WITH_ONE,1.0,2.0,home,5.0,2.0,4.0,-0.2891243453268488,0.4584546030114883,3.68381651837316,0.38425692576666864,9.261726390955644,0.37179865651758826,,,,,,,,,,,,,,,,
2020_08_31_08_45_00_AM,personal_care,133.0,,,WITH_ONE,1.0,2.0,home,5.0,2.0,3.0,-0.46045798410714683,1.0161492444817133,4.546816785368601,0.792586086601257,8.76398492296003,0.9050214411695804,,,,,,,,,,,,,,,,
2020_08_31_08_46_00_AM,personal_care,133.0,,,WITH_ONE,1.0,2.0,home,5.0,2.0,3.0,-0.4372276878059585,0.6722409434985953,4.8051803356942235,0.3965569542401467,8.619850940134892,0.4441131001623371,,,,,,,,,,,,,,,,
2020_08_31_08_47_00_AM,personal_care,133.0,,,WITH_ONE,1.0,2.0,home,5.0,2.0,3.0,-0.4750890786649112,0.2998545432160581,4.57404997242152,0.14442292045945002,8.838851979316148,0.2592929038152619,,,,,,,,,,,,,,,,
2020_08_31_08_48_00_AM,personal_care,133.0,,,WITH_ONE,1.0,2.0,home,5.0,2.0,3.0,-0.9667099269327352,2.0507181520723594,3.524838219360095,4.061625652626687,7.705817805894619,3.1137310940197356,,,,,,,,,,,,,,,,
2020_08_31_08_49_00_AM,personal_care,133.0,,,WITH_ONE,1.0,2.0,home,5.0,2.0,4.0,0.7499166639465249,1.981191174199446,0.5621070179428265,5.905998686169715,6.551052609838453,4.525026814883531,,,,,,,,,,,,,,,,
